Entry Name,true_compartments,predicted_compartments
PI2R_HUMAN,Membrane,Membrane
CP089_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
EGR4_HUMAN,None provided,None provided
AP2M1_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
COX18_HUMAN,Membrane,Membrane
ADCK2_HUMAN,Membrane,Membrane
SWT1_HUMAN,Nucleus,Nucleus
5HT4R_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TIGAR_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
H15_HUMAN,Nucleus,"Extracellular,Nucleus"
RL1D1_HUMAN,Membrane,Membrane
TA2R5_HUMAN,Membrane,Membrane
ZN883_HUMAN,Nucleus,Nucleus
ACE2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
PSME2_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
MK07_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TADBP_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
EFHD1_HUMAN,Membrane,Membrane
UBP15_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
O51S1_HUMAN,Membrane,Membrane
SHF_HUMAN,None provided,None provided
ABC3G_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SELB_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
S22AF_HUMAN,Membrane,Membrane
HM20A_HUMAN,Nucleus,None provided
UBAC1_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
NFIP1_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
APOF_HUMAN,Extracellular,Extracellular
GA2L2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
S27A3_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ATX1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SUSD3_HUMAN,Membrane,Membrane
O52H1_HUMAN,Membrane,Membrane
TT39C_HUMAN,None provided,Cytoplasm
SPEM1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
KLDC1_HUMAN,Cytoplasm,Cytoplasm
KCMF1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
CEAM7_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
HIPL2_HUMAN,Extracellular,Extracellular
RN126_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TMM44_HUMAN,Membrane,Membrane
VN1R3_HUMAN,Membrane,Membrane
RFT1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
RCC1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SPIR2_HUMAN,"Membrane,Cytoplasm",None provided
BRAF_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
MAGAA_HUMAN,Nucleus,Nucleus
HXB7_HUMAN,Nucleus,Nucleus
SMRD2_HUMAN,Nucleus,Membrane
IP3KC_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SEH1_HUMAN,Membrane,Membrane
LCLT1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ATG5_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
RDH12_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CNTFR_HUMAN,Membrane,Membrane
ETFA_HUMAN,None provided,None provided
PSN2_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm",Membrane
DNAI3_HUMAN,Cytoplasm,Cytoplasm
DDX23_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
VAS1L_HUMAN,None provided,None provided
YH007_HUMAN,None provided,None provided
BYST_HUMAN,"Membrane,Cytoplasm",Cytoplasm
PLS2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
KCNN1_HUMAN,Membrane,Membrane
RASL1_HUMAN,None provided,Membrane
CAAP1_HUMAN,None provided,None provided
TLCD1_HUMAN,Membrane,Membrane
PIGU_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
GRIN2_HUMAN,Membrane,Membrane
APLF_HUMAN,Nucleus,Nucleus
CRBB3_HUMAN,None provided,None provided
PROS_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
RBG1L_HUMAN,"Golgi,Nucleus","Golgi,Nucleus"
CO8A2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
RFIP5_HUMAN,"Golgi,Membrane","Golgi,Membrane"
FFAR2_HUMAN,Membrane,Membrane
SCN2B_HUMAN,Membrane,Membrane
SSMM1_HUMAN,Membrane,None provided
IFNL1_HUMAN,Extracellular,Extracellular
SLAF7_HUMAN,Membrane,Membrane
BECN1_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm"
HYALP_HUMAN,Membrane,Membrane
CLM1_HUMAN,Membrane,Membrane
RGMC_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
CSK_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
CSTP1_HUMAN,Cytoplasm,Cytoplasm
RFPLA_HUMAN,Cytoplasm,Cytoplasm
TRIM7_HUMAN,"Golgi,Nucleus,Cytoplasm","Golgi,Nucleus,Cytoplasm"
LRSM1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CLK1_HUMAN,Nucleus,Nucleus
TRI25_HUMAN,Cytoplasm,Cytoplasm
NUDC3_HUMAN,Cytoplasm,Cytoplasm
TINAG_HUMAN,"Membrane,Extracellular",Extracellular
CDR2_HUMAN,Cytoplasm,Cytoplasm
CAPON_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
CCD43_HUMAN,None provided,None provided
IP3KB_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
FBX50_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
ADA2B_HUMAN,Membrane,Membrane
CASL_HUMAN,"Golgi,Membrane,Nucleus,Cytoplasm","Golgi,Membrane,Nucleus,Cytoplasm"
DHH_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
RAB23_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
SOCS7_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
DCNL5_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
NAGK_HUMAN,Extracellular,Extracellular
TGDS_HUMAN,None provided,None provided
TBA4B_HUMAN,Cytoplasm,Cytoplasm
LX15B_HUMAN,"Membrane,Extracellular,Nucleus","Membrane,Extracellular,Nucleus"
CLD22_HUMAN,Membrane,Membrane
HDA11_HUMAN,"Membrane,Nucleus",Membrane
S15A1_HUMAN,Membrane,"Membrane,Extracellular"
RAB3I_HUMAN,"Golgi,Membrane,Nucleus,Cytoplasm","Golgi,Membrane,Nucleus,Cytoplasm"
TMM40_HUMAN,Membrane,None provided
AIRIM_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
EI2BB_HUMAN,Cytoplasm,Membrane
ATX3_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
3BP1_HUMAN,Nucleus,Nucleus
KCNQ5_HUMAN,Membrane,Membrane
S52A2_HUMAN,Membrane,Membrane
RHOQ_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
FBX6_HUMAN,"Endoplasmic_Reticulum,Cytoplasm",None provided
UPK3B_HUMAN,Membrane,Membrane
ZBT41_HUMAN,Nucleus,Nucleus
IQCF1_HUMAN,None provided,None provided
VMA5A_HUMAN,None provided,None provided
LMTD1_HUMAN,Cytoplasm,None provided
MOT5_HUMAN,Membrane,Membrane
RPC5_HUMAN,None provided,None provided
ZF69B_HUMAN,Nucleus,Nucleus
TR64C_HUMAN,Cytoplasm,Cytoplasm
RIPK2_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
KCC2A_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
U17L6_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SDSL_HUMAN,None provided,None provided
PLCD4_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus","Membrane,Endoplasmic_Reticulum,Nucleus"
TM116_HUMAN,Membrane,Membrane
RNAS9_HUMAN,Extracellular,Extracellular
RPF1_HUMAN,None provided,None provided
RL3R2_HUMAN,Membrane,Membrane
LUC7L_HUMAN,None provided,None provided
SLAF5_HUMAN,Membrane,Membrane
LRC26_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
CAN11_HUMAN,Cytoplasm,Cytoplasm
PCY1A_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus",Cytoplasm
STT3A_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
TMM25_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ZN703_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
GHC2_HUMAN,Membrane,Membrane
ERI6B_HUMAN,None provided,None provided
RPA34_HUMAN,None provided,None provided
GSTCD_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
NKG2D_HUMAN,Membrane,Membrane
SIM2_HUMAN,None provided,None provided
GHRHR_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CBPA3_HUMAN,Extracellular,Extracellular
NDF4_HUMAN,Nucleus,Nucleus
PA24A_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
CYLC2_HUMAN,Nucleus,Nucleus
SLX9_HUMAN,None provided,None provided
ALKB4_HUMAN,Cytoplasm,Cytoplasm
RBP56_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
K1C14_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
RHG06_HUMAN,Cytoplasm,Cytoplasm
NT2NC_HUMAN,Extracellular,"Extracellular,Endoplasmic_Reticulum"
HS74L_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
ZNT9_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
SET_HUMAN,"Endoplasmic_Reticulum,Nucleus,Cytoplasm",Cytoplasm
TR61B_HUMAN,None provided,None provided
BORG1_HUMAN,"Membrane,Cytoplasm",None provided
CD8B_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ANGE1_HUMAN,"Golgi,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
ADAM8_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
RB39B_HUMAN,"Golgi,Membrane,Cytoplasm",Membrane
MBD4_HUMAN,Nucleus,Nucleus
PACC1_HUMAN,Membrane,Membrane
KCNF1_HUMAN,Membrane,Membrane
DMP1_HUMAN,"Extracellular,Endoplasmic_Reticulum,Nucleus","Extracellular,Endoplasmic_Reticulum,Nucleus"
GSAP_HUMAN,Golgi,Golgi
LYCHS_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
CASD1_HUMAN,"Golgi,Membrane","Golgi,Membrane"
FBW1A_HUMAN,Cytoplasm,Cytoplasm
NED4L_HUMAN,"Golgi,Extracellular,Cytoplasm",Membrane
T22D4_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CYBR1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
CCD60_HUMAN,None provided,None provided
INCE_HUMAN,Nucleus,None provided
CTL1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ACKR1_HUMAN,Membrane,Membrane
PBX3_HUMAN,Nucleus,Nucleus
RAVR1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
NFIL3_HUMAN,Nucleus,Nucleus
PP16A_HUMAN,"Membrane,Cytoplasm",None provided
KR109_HUMAN,None provided,None provided
UBP11_HUMAN,Nucleus,Nucleus
KMT5C_HUMAN,Nucleus,Nucleus
SAMTR_HUMAN,None provided,None provided
ELOV6_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
MYBPP_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
FA47D_HUMAN,None provided,None provided
KALM_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
F262_HUMAN,None provided,None provided
COLQ_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
TBCB_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
NDUF5_HUMAN,Membrane,Membrane
HERP1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
RAB1B_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
UBP2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
DNM1L_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Cytoplasm"
HMGX4_HUMAN,None provided,None provided
FIBP_HUMAN,"Membrane,Nucleus",Membrane
AVIL_HUMAN,Cytoplasm,Cytoplasm
AL7A1_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
IKBB_HUMAN,Nucleus,Nucleus
RB15B_HUMAN,Nucleus,None provided
DC8L2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
OR4M1_HUMAN,Membrane,Membrane
PROL1_HUMAN,Extracellular,Extracellular
DREB_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TCPQM_HUMAN,None provided,None provided
BIVM_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
D2HDH_HUMAN,None provided,None provided
DAAF8_HUMAN,None provided,None provided
LRC30_HUMAN,None provided,None provided
PIGR_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
KLH12_HUMAN,"Golgi,Membrane","Golgi,Membrane"
DBX1_HUMAN,Nucleus,Nucleus
OTX1_HUMAN,Nucleus,Nucleus
UBQLN_HUMAN,None provided,None provided
TCF25_HUMAN,Nucleus,Nucleus
SC23B_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
T53G5_HUMAN,"Nucleus,Cytoplasm",None provided
DDX21_HUMAN,Membrane,Membrane
PLGT2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
MB213_HUMAN,None provided,None provided
GET3_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
GLP2R_HUMAN,Membrane,Membrane
PDGFD_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
EST4A_HUMAN,Extracellular,Extracellular
LYPA2_HUMAN,"Golgi,Extracellular,Cytoplasm","Golgi,Extracellular,Cytoplasm"
MITOK_HUMAN,Membrane,Membrane
ETV7_HUMAN,Nucleus,None provided
SLAI2_HUMAN,None provided,None provided
SSBP4_HUMAN,Nucleus,Nucleus
GLMN_HUMAN,Cytoplasm,Cytoplasm
SOST_HUMAN,"Golgi,Extracellular","Golgi,Extracellular"
ADAT3_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TIP_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
SPMA2_HUMAN,Nucleus,Nucleus
NPL_HUMAN,None provided,Membrane
ABHD2_HUMAN,Membrane,Membrane
FUT11_HUMAN,"Golgi,Membrane","Golgi,Membrane"
KTNA1_HUMAN,Cytoplasm,Cytoplasm
GPR78_HUMAN,Membrane,Membrane
NOSIP_HUMAN,"Golgi,Membrane,Nucleus,Cytoplasm","Golgi,Membrane,Nucleus,Cytoplasm"
RNB3L_HUMAN,Cytoplasm,Cytoplasm
BANP_HUMAN,None provided,None provided
DCNL3_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
CQ113_HUMAN,None provided,Membrane
GCH1_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
PRR11_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
FA98B_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
TM174_HUMAN,"Membrane,Endoplasmic_Reticulum",Membrane
FKBP4_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
P2Y10_HUMAN,Membrane,Membrane
BTBD1_HUMAN,Cytoplasm,Cytoplasm
ZNG1C_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
PRP19_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
ELL2_HUMAN,None provided,None provided
AMNLS_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
FGF3_HUMAN,"Extracellular,Cytoplasm",None provided
TM9S3_HUMAN,Membrane,Membrane
WIPF2_HUMAN,None provided,None provided
DRA_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum",Membrane
ANKL1_HUMAN,Cytoplasm,Cytoplasm
TCO2_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PM2PB_HUMAN,None provided,None provided
CXXC1_HUMAN,Nucleus,Nucleus
C1S_HUMAN,Extracellular,Extracellular
ZN789_HUMAN,Nucleus,Nucleus
CDK7_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
CP3A4_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
MAGB2_HUMAN,Nucleus,Nucleus
TF7L2_HUMAN,Nucleus,Nucleus
CEBPB_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
HCFC2_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
KS6A4_HUMAN,"Nucleus,Cytoplasm",Membrane
TLDC2_HUMAN,Nucleus,Nucleus
IL1R2_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
PP2D1_HUMAN,None provided,None provided
SSR4_HUMAN,Membrane,Membrane
CFA73_HUMAN,None provided,None provided
PDP1_HUMAN,None provided,None provided
GARE2_HUMAN,None provided,None provided
MUC18_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
TMM33_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ABRX1_HUMAN,Nucleus,Nucleus
S14L6_HUMAN,Cytoplasm,Cytoplasm
LIPC_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
SOX12_HUMAN,None provided,None provided
ZBT32_HUMAN,Nucleus,Nucleus
CDC6_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SNCAP_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
MA7D3_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
ZN546_HUMAN,Nucleus,Nucleus
EGR2_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
S17A5_HUMAN,Membrane,Membrane
SNX5_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
MAZ_HUMAN,Nucleus,Nucleus
DCMC_HUMAN,Cytoplasm,Membrane
PRS55_HUMAN,Membrane,Membrane
CDK17_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TDG_HUMAN,"Membrane,Nucleus",None provided
HPLN2_HUMAN,Extracellular,Extracellular
S38AB_HUMAN,Membrane,Membrane
HXA9_HUMAN,Nucleus,Nucleus
TSNA1_HUMAN,Membrane,Membrane
DELE1_HUMAN,Membrane,Membrane
RT26_HUMAN,Membrane,Membrane
CENL1_HUMAN,None provided,None provided
ZN219_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
RIPK3_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
DPH5_HUMAN,None provided,None provided
GPR63_HUMAN,Membrane,Membrane
SO1C1_HUMAN,Membrane,Membrane
RHCE_HUMAN,Membrane,Membrane
DCA16_HUMAN,None provided,None provided
ARGFX_HUMAN,Nucleus,Nucleus
RBM25_HUMAN,Cytoplasm,Cytoplasm
CAD20_HUMAN,None provided,None provided
