M,R,P,L,S,G,K,T,I,F,A,C,Q,V,Y,N,E,D,H,W,U,Mass
5,19,61,25,36,23,10,13,3,11,32,11,11,9,3,3,19,8,8,2,0,32782
7,14,17,53,23,18,5,22,23,23,26,11,9,21,12,6,8,6,7,1,0,34384
5,23,12,39,29,9,27,10,11,7,23,4,14,20,7,10,31,19,9,3,0,35720
3,25,13,24,18,59,17,7,10,16,25,3,14,12,10,7,29,18,1,1,0,33241
15,13,12,45,29,8,10,22,17,21,24,10,9,29,9,10,5,11,11,2,0,34944
16,5,11,47,34,18,9,20,25,24,13,10,7,23,12,9,7,9,11,2,0,34747
13,12,10,42,29,8,11,27,33,30,14,10,8,19,12,13,5,9,6,1,0,35660
8,12,11,29,13,18,28,9,9,8,42,6,18,17,15,14,32,17,5,1,0,34746
5,17,15,34,20,32,11,15,8,13,36,5,19,17,4,7,30,6,11,7,0,33967
13,12,14,51,25,13,7,20,18,23,18,10,8,27,13,9,8,8,9,6,0,35454
9,11,13,47,23,15,8,19,28,25,20,8,5,26,14,7,8,7,17,2,0,35241
13,13,13,42,19,18,9,21,29,23,19,9,6,25,12,8,5,7,18,3,0,35269
17,16,16,42,26,13,6,16,25,24,25,9,2,26,12,9,8,7,12,1,0,35002
10,12,12,48,26,14,18,12,41,27,13,6,3,24,6,12,6,8,7,7,0,35611
10,9,11,41,24,10,15,22,32,24,18,12,8,28,12,12,5,10,7,2,0,35178
4,25,31,36,22,21,10,20,7,9,20,11,11,19,8,5,19,18,11,5,0,34756
3,30,24,30,18,35,11,8,5,11,38,10,11,17,5,6,25,17,4,4,0,33596
11,9,13,37,21,14,9,16,39,27,23,10,11,24,14,8,7,4,12,3,0,35322
12,13,13,42,23,16,7,18,38,22,18,9,4,23,16,10,8,5,12,3,0,35373
2,16,33,38,25,31,5,14,13,3,18,9,14,28,12,7,9,14,11,11,0,34063
10,12,18,30,25,21,14,11,14,9,37,4,24,10,10,20,25,15,4,0,0,34063
5,13,18,28,27,21,23,20,23,8,26,8,14,10,8,16,22,9,12,2,0,34404
9,23,23,33,15,25,15,13,19,14,17,5,15,14,11,8,19,21,9,5,0,35716
8,7,21,25,20,39,12,15,5,23,27,5,18,26,16,11,13,15,1,6,0,33845
4,22,19,38,23,22,12,8,19,14,14,6,11,22,7,8,24,20,13,7,0,35686
3,14,28,26,23,26,23,11,10,14,26,3,17,22,8,10,17,11,14,7,0,34645
7,12,19,28,10,18,23,18,27,14,18,9,9,15,13,15,23,19,14,2,0,35735
6,16,19,29,16,43,16,17,4,14,23,8,9,17,11,17,13,21,6,8,0,34001
8,21,14,21,26,12,27,18,15,15,15,11,12,16,11,17,18,19,10,7,0,36463
9,13,12,24,31,22,23,19,20,21,15,7,6,20,11,14,9,26,7,4,0,35079
12,23,7,30,25,8,18,12,23,19,18,7,14,20,9,17,22,18,8,3,0,36566
10,7,13,48,21,22,11,18,23,25,19,6,14,28,14,13,5,4,6,6,0,35066
14,10,13,49,25,16,7,24,15,27,21,10,12,27,10,7,5,9,10,2,0,34902
6,13,14,48,24,17,7,26,17,19,15,11,11,16,9,20,13,15,8,4,0,35126
7,18,12,21,20,17,26,16,19,15,18,1,13,13,14,18,25,19,12,9,0,36720
9,24,13,33,21,24,18,14,16,11,19,5,9,29,13,15,17,16,2,5,0,35263
14,13,13,43,30,12,12,19,26,21,24,13,5,25,12,8,6,7,9,1,0,34840
11,12,12,41,24,11,9,28,26,27,15,11,8,28,13,11,8,10,7,1,0,35466
12,13,12,41,22,12,11,18,32,24,21,12,5,25,14,10,12,8,7,2,0,35488
10,19,19,46,30,13,5,26,26,17,23,7,10,24,11,5,5,6,9,2,0,34741
8,12,17,54,27,8,10,14,31,20,22,10,10,24,9,13,5,9,6,4,0,35116
11,11,14,45,27,10,13,15,35,21,18,10,7,27,12,13,8,6,9,1,0,35256
7,13,11,43,22,10,8,30,34,20,18,9,8,28,13,13,10,7,6,3,0,35328
15,9,12,48,34,11,9,22,22,24,15,9,6,25,15,6,9,11,9,2,0,35385
11,11,11,46,35,13,10,20,26,27,18,10,10,25,14,7,4,5,10,0,0,35079
8,13,11,48,31,19,4,21,23,26,27,11,9,17,14,7,6,7,9,2,0,34609
11,6,14,53,21,13,11,15,23,26,13,17,13,29,13,10,6,9,7,3,0,35491
7,21,28,52,12,22,6,12,5,4,44,2,16,24,3,12,16,12,13,2,0,33481
5,14,13,17,26,35,12,22,9,18,20,10,13,15,20,16,15,17,7,9,0,34962
8,30,16,40,24,36,3,18,7,7,29,15,10,24,2,3,13,9,13,6,0,33556
6,17,13,35,28,27,12,12,11,8,27,10,16,34,10,9,13,14,6,5,0,33909
11,10,15,43,21,16,8,16,40,28,20,8,5,19,12,7,8,8,14,4,0,35524
7,20,10,29,22,19,22,20,17,9,22,7,10,18,14,13,30,16,6,2,0,35432
10,7,14,34,26,21,15,20,16,7,20,6,15,23,8,19,22,17,11,2,0,34272
8,13,13,30,21,24,25,12,8,15,28,7,11,21,11,10,22,24,6,4,0,34793
13,14,19,30,21,19,22,11,18,13,16,10,16,17,12,11,17,16,15,3,0,35714
2,31,11,18,43,21,22,13,11,3,10,2,30,5,6,16,28,16,25,0,0,35937
6,23,20,34,18,18,25,12,23,18,19,5,13,25,3,14,13,15,8,1,0,35236
4,18,19,53,21,20,2,17,8,15,46,5,8,26,10,3,11,13,8,6,0,33747
6,14,22,36,33,29,12,23,12,11,20,5,5,16,12,2,27,16,6,6,0,34189
7,12,16,37,20,15,20,14,25,10,14,9,12,17,14,14,18,23,12,4,0,35818
12,9,14,45,24,7,17,27,31,25,11,11,10,25,13,10,8,9,4,2,0,35963
5,10,15,18,42,7,19,15,10,8,16,3,14,19,8,12,27,48,16,2,0,35423
9,13,8,25,15,16,27,18,18,8,30,12,15,28,11,17,22,17,3,2,0,34932
18,8,13,55,30,12,9,18,21,22,19,11,10,19,13,11,3,12,8,2,0,35264
6,10,23,35,27,23,13,11,15,13,23,4,15,20,12,5,37,11,6,5,0,34891
14,9,15,45,22,14,11,25,25,27,15,8,9,29,12,12,12,2,5,3,0,35535
12,20,32,23,40,29,15,13,3,11,25,5,14,8,11,17,17,11,4,4,0,34128
11,20,12,34,17,34,17,27,15,18,33,3,9,19,12,8,10,10,3,2,0,34062
9,17,19,30,19,19,21,12,22,10,13,3,11,19,12,13,32,25,3,5,0,36018
9,11,12,44,31,10,13,21,33,27,11,10,4,19,20,13,8,13,4,1,0,36049
10,8,28,35,40,15,16,32,10,11,20,6,12,8,5,5,21,27,5,0,0,33897
6,11,15,27,26,21,17,21,14,12,36,3,7,35,7,6,28,12,6,4,0,33776
17,11,12,34,25,13,9,27,32,24,20,11,5,23,15,10,4,6,12,4,0,35598
15,8,11,50,27,12,7,24,18,22,18,14,13,29,11,11,4,8,11,1,0,35042
9,9,11,26,24,20,31,24,16,17,30,1,7,28,6,10,20,16,8,1,0,34294
13,16,20,43,14,24,10,16,13,14,41,2,13,23,17,5,4,16,5,5,0,34435
6,19,12,30,38,28,14,21,9,10,21,11,13,25,3,5,7,19,11,12,0,34312
7,17,15,37,29,17,9,15,23,15,24,18,13,15,10,9,16,12,8,5,0,35060
12,10,6,63,29,9,15,20,29,30,14,5,5,14,6,15,6,9,10,7,0,36262
3,10,25,17,24,30,12,17,7,7,23,9,17,23,3,14,27,30,10,6,0,33742
10,10,22,32,16,19,37,9,12,14,21,16,11,19,9,12,18,14,9,4,0,35386
7,15,13,44,17,15,23,16,20,18,15,5,11,20,11,17,20,14,10,3,0,36167
17,13,13,47,31,20,4,15,13,16,23,10,12,35,13,6,7,9,8,2,0,34444
14,7,15,38,28,17,7,21,30,27,12,12,9,26,13,11,2,6,14,5,0,35499
17,5,13,38,31,12,11,22,28,30,15,9,6,29,11,10,5,10,9,3,0,35357
15,15,12,42,22,12,10,22,20,25,16,8,7,31,12,13,10,10,8,4,0,35954
14,13,15,45,32,17,8,14,28,23,18,12,5,26,11,6,7,6,12,2,0,35012
9,9,16,38,19,15,10,21,47,24,16,12,11,16,11,10,4,8,15,3,0,35584
14,12,14,47,17,12,8,15,29,21,37,10,5,24,12,7,7,7,14,2,0,34926
13,8,10,38,31,9,10,28,33,27,15,13,6,25,14,12,9,6,6,1,0,35447
14,14,9,44,41,15,11,17,28,20,14,16,5,23,15,9,7,6,6,0,0,35019
11,10,10,44,22,15,15,22,25,25,25,11,6,27,13,12,6,10,4,1,0,34908
9,8,11,44,25,16,11,21,26,26,17,12,9,29,16,10,8,7,4,5,0,35431
10,10,11,48,21,14,15,25,26,24,21,11,5,30,12,10,6,7,7,1,0,35011
11,12,9,53,31,12,10,13,20,17,24,13,8,33,12,10,6,9,8,3,0,34861
13,4,11,33,30,10,13,21,29,25,22,10,5,29,17,12,9,10,9,2,0,35258
15,9,11,50,26,16,10,20,24,25,20,8,10,23,13,10,12,4,5,3,0,35318
8,13,15,38,23,16,20,24,18,20,19,6,18,14,15,13,12,10,8,4,0,35878
6,17,11,38,21,17,25,15,12,13,37,4,11,9,18,8,29,9,8,6,0,35808
7,15,24,28,12,24,19,18,12,15,20,6,16,41,3,11,16,15,7,5,0,34596
10,19,12,28,22,24,17,20,24,15,20,3,17,28,14,7,13,10,6,5,0,35392
2,33,11,29,13,20,17,10,14,7,40,0,21,17,4,6,56,7,3,4,0,35611
13,7,11,36,26,16,12,23,26,34,21,10,3,22,14,14,10,10,6,0,0,35182
12,6,15,41,28,16,10,23,32,25,17,12,7,27,16,14,4,6,2,1,0,34780
5,15,25,17,35,41,16,17,6,10,57,5,10,6,10,9,13,12,3,2,0,31621
4,16,13,28,17,24,20,12,16,17,23,6,15,22,9,10,21,23,11,7,0,35548
9,9,11,55,25,31,16,13,14,22,28,3,6,30,4,3,20,7,7,1,0,33601
12,9,11,33,20,20,22,15,21,22,18,3,11,20,19,16,10,8,8,16,0,36829
9,13,14,44,30,19,13,10,14,17,20,6,16,21,8,9,20,11,15,5,0,35369
8,8,14,24,6,19,22,28,18,7,19,8,11,22,16,7,40,21,12,4,0,35864
9,9,21,30,25,13,14,29,18,17,22,8,8,21,12,15,15,14,10,4,0,35052
9,9,15,30,19,12,30,12,14,14,14,6,16,20,8,17,38,28,2,1,0,35979
4,22,22,34,24,22,17,15,12,14,20,9,14,24,6,8,14,17,8,8,0,35188
7,15,21,36,27,30,9,12,13,13,23,10,14,17,12,11,11,12,8,13,0,34884
5,18,17,32,19,15,26,10,13,20,20,3,15,23,15,8,23,21,8,4,0,36548
5,34,18,39,27,33,5,14,4,5,47,4,7,11,4,5,22,10,14,7,0,33803
7,16,28,28,43,8,13,21,10,17,20,3,24,12,12,16,15,14,3,5,0,35617
8,30,37,19,18,37,13,8,6,6,37,3,10,9,5,2,36,20,5,6,0,34122
3,25,29,26,36,21,16,16,7,4,13,26,17,16,7,11,14,15,10,3,0,34688
9,13,8,21,11,16,29,14,11,17,17,2,11,17,13,8,36,46,10,6,0,37107
10,25,10,25,17,13,21,14,22,7,22,5,7,28,12,14,38,21,3,1,0,36112
10,12,10,41,22,9,16,22,29,19,17,11,6,35,11,10,13,10,9,3,0,35737
9,14,9,33,19,18,16,18,17,19,16,6,11,20,14,19,23,18,10,6,0,36396
1,30,20,56,24,21,11,21,9,3,29,6,17,12,6,6,14,18,6,5,0,34740
3,12,12,44,28,19,17,17,15,14,35,12,14,21,10,8,15,6,7,6,0,34458
4,22,43,50,25,18,9,16,7,11,15,6,13,12,14,6,15,10,11,8,0,35794
4,24,21,17,36,24,21,18,10,11,10,16,14,6,6,7,33,10,24,3,0,35810
9,23,32,41,26,18,11,12,5,12,39,11,16,12,4,3,16,10,12,3,0,34347
13,11,12,45,30,12,10,20,29,27,19,12,7,18,15,11,9,7,8,0,0,35592
7,20,17,35,22,20,11,17,12,21,21,13,16,14,11,7,24,17,4,6,0,35892
6,9,14,28,29,18,15,15,14,11,25,6,12,28,4,14,26,26,9,6,0,34594
4,21,3,25,25,17,48,6,8,16,12,7,8,9,12,11,40,26,12,5,0,37548
6,24,21,40,24,25,12,19,3,12,33,3,13,28,8,7,12,13,8,4,0,34288
9,26,13,36,29,14,33,13,10,4,19,0,17,22,7,6,28,19,10,0,0,35894
10,26,23,39,23,24,5,11,13,12,30,1,18,24,4,8,12,15,13,4,0,34690
14,12,17,39,27,17,5,11,30,22,25,11,10,29,10,6,6,7,14,3,0,34943
17,10,14,41,29,9,10,22,24,23,18,10,5,30,17,17,8,7,4,0,0,35481
9,10,13,47,29,10,10,21,24,20,20,9,7,34,16,14,5,11,4,2,0,35160
8,13,14,52,24,14,5,14,29,18,20,10,6,30,12,10,7,10,15,4,0,35369
12,13,14,55,22,10,10,20,24,18,21,12,8,24,10,11,6,10,10,5,0,35611
13,7,12,40,24,20,12,19,28,27,14,12,8,35,12,11,6,9,6,0,0,34915
7,19,19,38,25,26,8,10,12,20,20,6,14,17,17,15,14,10,11,7,0,35823
6,15,10,28,18,34,31,15,23,14,27,3,4,19,6,6,30,19,5,2,0,34354
11,9,18,38,22,9,29,22,26,8,12,6,22,16,6,8,26,17,8,2,0,35957
12,10,13,40,32,14,11,21,28,28,17,9,5,27,12,8,7,9,9,3,0,35408
3,21,13,33,28,32,14,16,5,9,19,14,10,28,9,7,19,24,6,5,0,34343
11,13,13,45,19,15,6,22,23,25,24,9,9,35,15,6,9,8,7,1,0,35250
7,9,23,27,15,28,24,13,14,22,18,9,9,23,11,11,24,14,13,1,0,35117
14,17,10,36,16,34,16,19,19,15,36,9,12,17,7,9,10,11,6,2,0,33849
10,9,13,45,33,11,8,23,23,29,26,9,9,23,10,8,10,6,6,4,0,35117
6,17,10,36,18,28,18,19,16,14,25,4,11,26,20,11,14,8,8,6,0,35407
4,30,26,27,32,31,17,16,8,6,21,11,14,16,4,4,19,17,5,7,0,34464
17,14,14,57,25,15,8,23,23,14,25,7,3,20,15,8,10,7,8,3,0,35270
21,11,12,47,27,15,8,22,22,29,19,12,4,23,10,8,5,3,15,3,0,35721
7,16,30,38,18,12,10,11,5,13,32,7,13,24,17,6,22,17,10,8,0,35932
6,11,20,34,17,16,25,15,18,11,19,7,13,25,11,15,23,15,9,6,0,35853
5,19,2,35,19,22,31,16,16,8,30,4,17,14,11,9,29,26,2,1,0,35415
13,14,10,32,12,19,26,14,6,17,35,3,16,13,14,14,36,14,6,2,0,36033
9,18,9,28,29,13,14,16,20,8,17,7,23,27,6,6,32,14,16,4,0,36072
3,21,55,24,25,17,6,9,3,6,64,3,14,25,2,4,18,13,2,2,0,32177
6,25,16,32,20,27,14,16,14,14,26,6,13,16,12,8,21,16,6,8,0,35679
4,18,22,28,13,27,27,16,24,23,10,3,14,14,9,12,22,22,6,2,0,36118
10,24,16,23,25,17,19,19,21,12,31,9,11,19,7,12,13,25,2,1,0,34833
6,22,10,34,25,19,23,21,17,9,12,9,12,17,16,14,23,19,6,2,0,36204
8,19,16,53,32,28,4,13,12,2,32,8,13,16,2,12,21,17,5,3,0,33409
5,18,11,34,23,21,28,16,16,9,16,7,16,15,11,12,31,15,7,5,0,36124
5,33,19,42,13,16,13,16,10,12,31,9,17,14,10,5,28,11,10,2,0,36178
4,9,12,34,23,26,14,18,5,11,16,14,26,23,8,15,21,13,14,10,0,35446
16,16,13,50,15,16,9,15,29,26,19,12,9,27,9,12,6,10,6,1,0,35724
19,10,15,41,27,13,11,25,21,26,14,10,10,29,11,12,8,7,4,3,0,35695
15,10,13,41,24,15,9,15,29,27,17,10,8,31,11,14,10,7,7,3,0,35667
14,9,11,45,31,11,11,24,22,22,17,10,6,31,18,15,7,8,4,0,0,35415
11,15,13,50,29,16,1,15,15,16,43,9,10,26,12,5,6,8,13,3,0,34268
15,8,10,55,29,14,12,24,29,13,19,12,7,21,14,12,9,6,5,2,0,35045
5,25,17,59,19,21,5,17,5,12,44,14,10,23,11,8,6,7,5,3,0,34115
4,18,24,45,29,23,9,16,9,11,18,7,15,17,4,4,23,25,11,4,0,34841
4,24,9,40,25,23,18,19,11,15,27,8,6,28,8,11,18,7,11,4,0,35094
4,13,24,44,22,19,5,19,10,18,28,4,18,28,11,6,14,12,8,9,0,35151
6,8,19,42,23,20,9,26,11,26,27,6,12,25,16,8,10,10,6,6,0,35110
6,15,17,49,31,14,8,21,16,20,20,10,13,29,12,8,8,7,7,5,0,35339
10,12,14,26,23,18,25,11,27,8,18,7,17,21,10,17,26,16,6,4,0,35684
9,8,15,39,17,15,13,15,45,31,22,9,10,19,12,8,7,6,13,3,0,35955
8,11,18,45,26,23,7,16,29,16,23,6,6,23,14,10,10,5,17,3,0,34838
12,14,9,50,31,20,15,23,29,26,13,6,5,15,8,9,10,5,9,7,0,35915
15,10,11,50,24,15,10,16,25,28,20,11,10,21,11,13,7,6,10,3,0,35791
9,17,15,44,20,14,28,28,2,6,21,5,22,17,3,12,32,16,4,1,0,35438
7,18,15,29,20,25,17,18,15,14,28,3,17,22,5,12,22,14,11,5,0,35146
7,18,17,28,24,21,19,14,25,19,14,3,9,24,7,21,20,15,9,3,0,35808
10,20,9,38,19,23,14,21,16,12,22,6,13,25,14,12,16,12,7,8,0,35966
8,20,10,41,23,21,19,17,9,12,26,7,9,30,15,6,18,15,4,7,0,35673
13,23,8,30,29,11,18,15,18,12,33,5,16,15,9,11,22,21,7,1,0,35793
9,21,20,34,29,18,15,17,12,17,15,16,10,22,3,11,17,18,9,4,0,35491
10,22,19,39,29,18,14,18,11,14,13,16,13,23,3,12,17,18,5,3,0,35386
12,19,12,33,17,23,17,16,23,16,18,13,6,22,9,11,18,22,10,0,0,35527
14,18,13,20,17,16,19,18,26,9,26,13,13,23,11,11,17,20,8,5,0,35816
8,34,8,41,14,18,13,12,2,4,39,2,32,24,4,1,40,11,2,8,0,36154
9,13,17,29,18,21,19,19,20,15,38,3,10,25,6,14,21,15,4,1,0,34274
4,31,33,45,20,31,5,12,2,5,52,3,9,15,1,2,18,14,4,11,0,33577
7,20,13,30,15,19,15,15,13,24,23,4,22,20,10,11,35,14,5,2,0,36474
3,9,12,11,25,36,15,30,7,7,17,1,8,7,23,24,60,17,5,0,0,35148
6,14,16,46,15,22,9,19,10,8,19,8,24,15,8,12,32,20,11,3,0,35609
5,15,20,31,27,23,14,16,11,8,27,4,13,25,11,9,42,8,4,4,0,34899
5,14,10,28,30,27,17,31,19,8,15,8,12,22,6,14,9,21,8,13,0,35077
6,16,9,55,21,16,5,14,23,17,35,14,11,30,8,10,7,7,10,3,0,34706
10,11,10,47,31,12,11,20,22,19,24,10,11,31,11,7,8,9,8,5,0,35350
6,13,10,36,13,17,18,9,12,14,21,1,15,13,13,12,42,38,9,5,0,36876
10,13,15,50,26,16,10,15,18,19,25,11,13,28,14,9,4,9,8,4,0,35342
13,16,25,39,15,20,25,6,8,12,32,17,11,15,12,5,16,14,11,5,0,35563
11,15,15,46,19,18,8,16,36,26,21,7,5,22,12,10,8,5,14,3,0,35913
7,18,40,25,18,22,14,19,11,16,14,6,22,12,15,10,15,16,12,5,0,36165
3,16,39,36,22,28,19,9,2,1,36,4,18,22,4,3,39,8,8,0,0,33511
5,43,21,13,16,27,14,18,3,11,35,21,8,8,8,4,33,8,21,0,0,35702
9,25,24,30,21,17,6,18,24,12,35,11,8,20,15,13,9,13,2,5,0,35123
5,12,44,20,45,25,6,7,3,11,46,7,13,10,17,3,15,8,16,4,0,33426
13,13,15,34,28,14,8,22,30,26,20,11,8,25,13,9,8,9,8,3,0,35698
12,15,18,48,22,19,6,15,29,16,23,11,5,32,12,7,7,6,11,3,0,35037
11,9,10,44,23,17,10,22,18,26,25,9,6,30,15,10,8,8,8,8,0,35736
11,13,12,50,22,16,13,22,23,19,20,10,9,30,13,8,8,4,12,2,0,35559
14,13,13,50,25,11,6,20,32,15,20,13,8,23,11,13,7,6,12,5,0,35747
11,14,17,45,24,14,9,15,31,18,25,9,7,28,11,8,9,9,11,2,0,35271
3,36,28,49,16,32,4,8,3,11,47,6,11,12,7,1,16,15,7,5,0,34295
3,16,23,33,27,38,9,10,18,4,29,12,15,22,5,8,13,11,9,12,0,33732
10,8,18,45,30,10,14,24,24,27,23,10,5,21,12,13,8,5,6,4,0,35519
7,15,18,19,11,18,23,15,26,16,10,14,9,20,15,17,38,13,6,7,0,37130
12,20,17,25,16,14,11,12,18,5,22,14,23,29,6,17,27,13,12,4,0,35905
9,14,4,41,37,15,19,17,32,30,15,5,3,26,6,15,8,5,7,9,0,36160
8,25,19,28,14,25,28,16,10,10,28,2,23,13,6,7,35,9,9,2,0,35813
7,13,19,26,28,11,23,16,13,19,14,9,18,23,8,16,14,22,11,7,0,36445
6,17,24,33,23,15,20,18,11,16,15,6,11,23,9,12,18,18,13,9,0,36434
7,8,39,19,17,26,12,13,20,15,14,18,23,21,11,14,18,14,5,4,0,35049
12,22,14,35,25,19,9,19,8,9,34,3,22,15,6,10,25,15,10,6,0,35509
4,34,19,39,17,16,16,15,14,11,15,8,17,21,9,9,21,21,10,2,0,36794
16,7,22,63,21,12,7,35,23,16,27,0,6,10,14,13,11,4,2,9,0,35661
9,15,10,23,24,17,19,13,32,9,32,7,10,29,5,15,17,21,9,2,0,34769
8,14,11,23,25,15,20,14,35,9,29,10,9,28,5,14,16,23,8,2,0,34839
3,17,21,37,20,25,29,11,8,9,27,7,10,15,12,11,24,19,6,7,0,35555
11,15,14,49,27,15,14,18,20,28,22,8,6,23,9,9,4,6,9,11,0,36337
9,16,10,22,24,17,20,13,32,9,31,9,9,28,5,15,16,22,9,2,0,34834
6,21,15,41,28,18,16,10,15,12,27,11,13,14,10,13,16,19,7,6,0,35724
11,16,9,23,28,28,18,20,26,12,18,6,13,23,4,24,16,13,8,2,0,34777
10,27,17,42,25,17,11,12,15,20,19,7,6,18,11,12,23,13,9,4,0,36596
5,28,23,37,26,33,5,12,13,6,26,10,11,18,11,12,11,11,8,12,0,35078
9,28,15,34,27,27,12,18,15,16,31,1,8,23,17,5,16,6,7,3,0,35409
9,12,17,56,26,9,9,16,29,21,21,10,11,24,10,14,7,6,7,4,0,35823
14,12,16,46,20,16,10,23,22,23,18,9,8,30,12,11,5,10,10,3,0,35771
11,15,17,51,23,18,3,16,17,20,28,11,7,27,14,10,3,11,12,4,0,35293
14,10,10,42,28,17,14,17,34,24,19,8,6,25,14,17,5,8,4,2,0,35576
14,11,13,46,26,13,14,24,31,22,15,9,4,23,10,14,11,10,6,2,0,35796
12,14,14,40,12,17,34,17,17,11,12,1,7,22,11,16,26,25,5,5,0,36805
5,22,19,50,18,24,9,19,11,12,32,6,15,24,6,9,8,14,6,9,0,34979
7,9,14,35,23,21,23,16,17,21,21,7,8,18,17,17,20,13,7,4,0,35964
17,10,11,28,22,20,25,11,18,18,18,7,7,20,12,17,21,18,13,5,0,36382
5,33,15,27,27,17,28,9,9,3,22,3,32,11,4,17,35,8,7,6,0,36793
6,36,19,28,18,26,28,25,13,12,15,1,23,20,2,24,8,11,1,2,0,35818
4,14,31,39,11,39,8,13,6,4,34,0,26,17,3,9,39,16,5,0,0,33456
9,24,21,49,19,10,17,18,8,11,25,4,17,19,6,5,17,20,12,7,0,36526
8,18,14,42,23,22,15,13,15,16,14,6,15,23,12,14,20,13,5,10,0,36536
10,12,14,50,20,19,6,15,30,20,32,9,2,21,12,10,6,8,20,2,0,35122
7,27,11,41,17,20,14,13,18,9,26,8,14,15,10,15,15,22,14,2,0,36011
9,13,15,50,20,19,11,10,13,28,25,8,11,25,14,12,7,4,13,11,0,36521
8,16,7,49,25,11,19,17,31,26,21,11,6,20,8,11,7,9,8,8,0,36550
7,19,9,32,17,20,22,23,22,9,38,5,9,20,8,9,18,16,8,7,0,35231
6,17,21,29,32,20,16,19,18,13,26,4,18,11,8,9,18,19,11,3,0,35199
15,9,13,50,25,18,13,18,18,25,25,12,6,28,11,6,7,5,12,2,0,35254
11,13,14,49,31,12,7,21,33,17,18,10,8,23,14,8,8,9,10,3,0,35849
4,20,17,57,24,18,6,11,7,20,36,13,11,30,9,9,6,7,8,6,0,35075
10,20,26,29,22,22,12,8,10,12,23,8,23,28,9,4,16,16,14,7,0,35914
5,15,20,28,32,22,32,18,8,13,26,3,10,19,8,9,32,10,5,4,0,35277
5,24,24,26,39,22,15,14,14,3,15,26,16,11,10,13,17,12,12,1,0,35122
15,10,11,50,33,20,8,26,22,24,14,11,7,21,11,12,7,9,7,1,0,35323
11,24,2,31,24,25,22,19,19,10,23,4,14,17,13,8,21,28,3,1,0,35883
9,14,16,36,25,28,17,18,17,9,42,4,10,26,2,4,15,16,11,0,0,33361
12,15,12,28,26,19,19,18,16,17,17,9,16,19,8,14,27,14,7,6,0,36332
4,27,61,32,16,28,6,6,5,13,59,4,5,8,10,7,13,10,3,2,0,33234
7,17,11,41,10,16,35,16,15,7,27,5,8,19,7,14,34,18,9,3,0,36252
16,5,12,47,32,17,10,19,25,24,21,9,11,19,15,12,6,6,11,2,0,35579
3,31,11,24,25,30,12,18,12,18,29,4,6,21,10,9,25,16,10,5,0,35646
8,15,14,54,22,13,5,24,20,23,24,15,10,26,12,8,9,8,8,1,0,35602
20,9,13,48,31,11,11,17,29,19,22,11,6,25,12,13,6,6,7,3,0,35646
8,25,13,36,18,17,17,6,11,9,20,14,19,23,4,15,33,15,9,7,0,36670
14,17,19,36,24,34,16,11,16,6,25,4,17,32,4,9,14,13,5,3,0,34083
8,19,26,33,20,21,5,20,5,20,31,5,16,24,11,11,20,13,10,1,0,35241
3,21,13,39,33,9,31,22,14,11,15,6,16,7,8,13,27,19,10,2,0,36790
5,18,17,24,30,18,12,23,22,2,15,11,17,23,12,17,28,16,4,5,0,35632
6,10,14,40,16,27,29,17,18,13,24,5,8,25,8,13,17,17,5,7,0,35227
13,25,30,49,13,15,9,11,10,14,29,7,9,35,11,6,11,13,4,5,0,35814
10,24,33,19,30,15,14,24,19,13,20,7,16,17,9,8,16,19,4,2,0,35620
15,10,15,42,28,15,14,19,25,23,25,8,4,29,10,10,10,11,5,1,0,35172
7,22,11,41,21,17,16,13,18,16,16,8,15,12,13,21,20,17,10,5,0,37068
14,15,18,33,24,20,17,8,21,8,24,9,19,26,7,7,25,13,8,3,0,35419
12,15,12,40,29,14,10,13,22,32,13,15,13,28,10,10,6,11,9,5,0,36637
13,18,19,48,24,26,4,13,13,12,19,15,11,20,7,6,18,10,20,4,0,35528
12,9,18,51,28,9,5,20,23,21,29,10,7,26,17,9,5,12,8,1,0,35503
5,19,23,21,21,24,29,26,15,12,19,5,10,15,5,13,28,23,3,4,0,35611
12,9,8,48,32,20,7,30,20,31,17,11,6,21,12,12,7,8,8,1,0,35519
8,19,5,38,21,22,22,23,18,13,26,1,12,16,12,6,29,25,3,1,0,35937
5,27,37,26,31,20,9,10,6,8,41,10,8,10,9,10,21,23,8,1,0,34501
13,15,11,40,23,14,12,26,31,23,17,11,9,32,11,10,8,7,7,0,0,35925
7,10,21,26,24,30,20,13,25,9,20,11,15,23,4,9,21,21,8,3,0,34534
5,20,52,21,24,28,16,14,7,6,37,3,19,10,14,8,14,4,15,3,0,34499
8,12,19,40,23,20,20,16,14,10,24,6,17,24,7,18,15,14,8,5,0,35349
1,12,18,55,22,24,7,22,12,18,36,6,9,24,12,10,10,6,8,8,0,34787
6,22,10,8,32,63,19,14,8,22,11,3,11,18,12,17,17,18,8,1,0,34225
7,9,20,56,14,23,8,22,19,17,41,6,8,24,11,7,6,5,14,3,0,34414
8,32,28,28,17,22,21,16,12,8,20,3,21,21,11,11,15,13,9,4,0,36499
5,23,19,38,25,10,26,16,10,11,32,6,13,28,10,9,21,6,7,5,0,36146
15,9,14,46,27,19,7,21,21,18,22,11,8,28,13,11,11,5,11,3,0,35376
19,17,12,49,23,15,9,20,11,18,31,11,7,21,12,10,9,9,13,4,0,35946
13,8,19,34,21,18,8,17,39,27,24,14,6,24,12,8,5,8,12,3,0,35592
